"","score"
"10x16",0.198109750511497
"10x17",0.108025162610315
"10x18",0.183238159220692
"10x19",0.0690444926252787
"10x20",0.163465355605094
"10x21",0.126652823159373
"10x22",0.256389898311296
"11x15",0.217409228326259
"11x16",0
"11x17",0
"11x18",0.108681711301799
"11x19",0.120667542064922
"11x20",0.201361956820472
"11x21",0.210171924145723
"11x22",0.211439215806028
"12x14",0.232494579656152
"12x15",0.236647631844138
"12x16",0.261810242159587
"12x17",0.233181665496076
"12x18",0.125446605795951
"12x19",0.215027330747855
"12x20",0.172107368613919
"12x21",0.200323693773475
"12x22",0.215790759458882
"12x23",0.237395791980945
"13x13",0.109674168626134
"13x14",0.115354078236174
"13x15",0.143524597673069
"13x16",0.174336580450118
"13x17",0.130347818120744
"13x18",0.082786209423764
"13x19",0.24095336977433
"13x20",0.246205759306196
"13x21",0.210294072739488
"13x22",0.155586771307295
"13x23",0.297401288667664
"14x12",0.0784346657709103
"14x13",0.151113079060677
"14x14",0.07814456286072
"14x15",0.102085687238526
"14x16",0.149372461599536
"14x17",0.146685192536721
"14x18",0.181512810333771
"14x19",0.227547561608697
"14x20",0.142639020368278
"14x21",0.204201911625492
"14x22",0.163602772773078
"14x23",0.173939597520384
"15x12",0.0792439002045989
"15x13",0.101963538644761
"15x14",0.169740739609735
"15x15",0.162274406815892
"15x16",0.135187956148655
"15x17",0.239609735242923
"15x18",0.193559715393776
"15x19",0.130775338198919
"15x20",0.181665496075976
"15x21",0.0894891135065807
"15x22",0.0581274620575931
"15x23",0.224203743854399
"15x24",0.212859193208538
"16x11",0.162014841054142
"16x12",0.166885516230494
"16x13",0.196582893089443
"16x14",0.15854887470608
"16x15",0.247961645341558
"16x16",0.130622652456714
"16x17",0.171954682871713
"16x18",0.215088405044737
"16x19",0.170779002656732
"16x20",0.135966653433902
"16x21",0.172626500137417
"16x22",0.220249183131279
"16x23",0.23328854551562
"16x24",0.164961675878706
"17x11",0.189330320334687
"17x12",0.20811066662595
"17x13",0.13448560173451
"17x14",0
"17x15",0.209866552661312
"17x16",0.205240174672489
"17x17",0.223226555104284
"17x18",0.244495678993496
"17x19",0.17894768986472
"17x20",0.214416587779033
"17x21",0.290515161694201
"17x22",0.233258008367179
"17x23",0.258298470088863
"17x24",0.236189574617522
"17x25",0.196705041683208
"18x10",0.285323846459218
"18x11",0.182398387638562
"18x12",0.119522398998382
"18x13",0.27436101016887
"18x14",0.176504717989434
"18x15",0.200995511039179
"18x16",0.171664579961523
"18x17",0.172901334473387
"18x18",0.212309524536599
"18x19",0.144165877790332
"18x21",0.293355116499221
"18x22",0.243335267352735
"18x23",0.205576083305341
"18x24",0.241350352704064
"19x10",0.214095947720402
"19x11",0.132057898433444
"19x12",0.114132592298531
"19x13",0.181986136134608
"19x14",0.15599902281125
"19x15",0.205285980395151
"19x16",0.176764283751183
"19x17",0.237502672000489
"19x18",0.219745320182001
"19x19",0.218691788560784
"19x20",0.253183497724982
"19x21",0.280544782728189
"19x22",0.369743793324579
"19x23",0.241380889852506
"19x24",0.224478578190369
"20x10",0.243121507313647
"20x11",0.126423794546065
"20x12",0.144196414938773
"20x13",0.126225303081198
"20x14",0.183848902189514
"20x15",0.190765566311418
"20x16",0.164320395761444
"20x17",0.260894127706355
"20x18",0.248175405380646
"20x19",0.308700033590863
"20x20",0.205896723363972
"20x21",0.256557852627722
"20x22",0.231120407976303
"20x23",0.210049775551959
"21x10",0.138012642379455
"21x11",0.129981372339451
"21x12",0.0624790057104467
"21x13",0.153220142303112
"21x14",0.250297737197301
"21x15",0.157525880233304
"21x16",0.185696399670199
"21x17",0.257443429932513
"21x18",0.194185726936819
"21x19",0.204568357406785
"21x20",0.197208904632485
"21x21",0.269566677863621
"21x22",0.237731700613797
"22x14",0.261428527804074
"22x15",0.21206522734907
"22x16",0.089015787705744
"22x17",0.161236143768895
"22x18",0.209179466821388
"22x19",0.150013741716798
"22x20",0.236907197605888
"22x21",0.199285430726479
"23x18",0.220096497389074
"23x19",0.166076281796806
"23x20",0.123538034018383
"5x19",0.105078327785751
"6x18",0.206095214828839
"6x19",0.261550676397838
"6x20",0.192964240999176
"7x17",0.121644730815036
"7x18",0.227211652975845
"7x19",0.18687207988518
"7x20",0.158793171893609
"8x17",0.190658686291874
"8x18",0.182596879103429
"8x19",0.235044431550982
"8x20",0.233273276941399
"8x21",0.214966256450973
"9x16",0.203239991449598
"9x17",0.1778178153724
"9x18",0.21629462240816
"9x19",0.0441719852200202
"9x20",0.168580327968974
"9x21",0.102650624484686
