"","score"
"10x10",0.142079843492083
"10x11",0.0945161093109984
"10x12",0.0685333496362414
"10x13",0.108760775203277
"10x14",0.198386012104909
"10x15",0.131381060096595
"10x16",0.181818181818182
"10x17",0.171180534327811
"10x18",0.15008864706242
"10x19",0.144708687412117
"10x20",0.148865928960078
"10x21",0.108760775203277
"10x22",0.129852662468668
"10x23",0.135171486213853
"10x24",0.0868129852662469
"10x25",0.0793544048419637
"10x6",0.129057895702146
"10x7",0.109922357400501
"10x8",0.0638870208473436
"10x9",0.0797823561777832
"11x10",0.109310998349331
"11x12",0.0780705508345051
"11x13",0.112856880846121
"11x14",0.192150149782968
"11x15",0.104420125939965
"11x16",0.159564712355566
"11x17",0.134988078498502
"11x18",0.170630311181757
"11x19",0.155774286238308
"11x20",0.0794155407470808
"11x21",0.122577489759736
"11x22",0.0967781378003301
"11x23",0.115607996576389
"11x24",0.120498868985755
"11x25",0.138717368710644
"11x26",0.0441401234945283
"11x5",0.157547227486703
"11x6",0.123555664241609
"11x7",0.140368038148805
"11x8",0.144953231032585
"11x9",0.0670049520083145
"12x10",0.130708565140307
"12x11",0.131503331906829
"12x12",0.0970838173259155
"12x13",0.0846120926820322
"12x14",0.106682154429296
"12x15",0.150149782967537
"12x16",0.165617166962157
"12x17",0.134009904016629
"12x18",0.128568808461209
"12x19",0.0835116463899248
"12x20",0.106254203093477
"12x21",0.103075136027389
"12x22",0.0626031668398851
"12x23",0.0644372439933973
"12x24",0.0961056428440423
"12x25",0.114263006663814
"12x26",0.0676774469646023
"12x27",0.0839395977257443
"12x28",0.105398300421838
"12x5",0.166839885064498
"12x6",0.107904872531638
"12x7",0.095861099223574
"12x8",0.0930488475881885
"12x9",0.0505593935318212
"13x10",0.116280491532677
"13x11",0.101669010209696
"13x12",0.0797823561777832
"13x13",0.12416702329278
"13x14",0.127529498074219
"13x15",0.0888304701351103
"13x16",0.113101424466589
"13x17",0.120009781744819
"13x18",0.0847955003973834
"13x19",0.137372378798068
"13x20",0.0805159870391881
"13x21",0.106131931283243
"13x22",0.0391881151800452
"13x23",0.106070795378126
"13x24",0.119276150883414
"13x25",0.112306657700067
"13x26",0.108821911108394
"13x27",0.0743412606223635
"13x28",0.115118909335453
"13x5",0.128629944366326
"13x6",0.108516231582809
"13x7",0.106926698049765
"13x8",0.142874610258605
"13x9",0.151678180595464
"14x10",0.0733019502353732
"14x11",0.0896252369016323
"14x12",0.0506205294369383
