"","score"
"10x15",0.347013487475915
"10x16",0.386576750160565
"10x17",0.375080282594733
"10x18",0.398265895953757
"10x19",0.385549132947977
"10x20",0.438342967244701
"10x21",0.404816955684008
"10x22",0.398587026332691
"10x23",0.373346178548491
"11x14",0.334360950545922
"11x15",0.435709698137444
"11x16",0.368400770712909
"11x17",0.0696852922286448
"11x18",0.38310854206808
"11x19",0.445279383429672
"11x20",0.458574181117534
"11x21",0.405138086062942
"11x22",0.371483622350674
"11x23",0.390044958253051
"12x13",0.234039820166988
"12x14",0.417919075144509
"12x15",0.396082209377007
"12x16",0.365639049454078
"12x17",0.373538856775851
"12x18",0.434425176621708
"12x19",0.442838792549775
"12x20",0.453371868978805
"12x21",0.367052023121387
"12x22",0.377199743095697
"12x23",0.312202954399486
"13x12",0.183943481053308
"13x13",0.322992935131663
"13x14",0.375208734746307
"13x15",0.381245985870263
"13x16",0.383558124598587
"13x17",0.386062941554271
"13x18",0.422029543994862
"13x19",0.385163776493256
"13x20",0.376043673731535
"13x21",0.428066795118818
"13x22",0.387604367373154
"13x23",0.374309569685292
"13x24",0.332434168272319
"14x12",0.401027617212588
"14x13",0.355427103403982
"14x14",0.446563904945408
"14x15",0.370327552986513
"14x18",0.416313423249839
"14x19",0.432562620423892
"14x20",0.34155427103404
"14x21",0.430700064226076
"14x22",0.421323057161207
"14x23",0.437829158638407
"14x24",0.408991650610148
"15x11",0.348747591522158
"15x12",0.415606936416185
"15x13",0.412202954399486
"15x14",0.409120102761721
"15x15",0.359601798330122
"15x16",0.446371226718048
"15x18",0.425754656390495
"15x19",0.424791265253693
"15x20",0.371997430956969
"15x21",0.402247912652537
"15x22",0.388696210661529
"15x23",0.432241490044958
"15x24",0.460950545921644
"16x10",0.362042389210019
"16x11",0.436480411046885
"16x12",0.456390494540784
"16x13",0.454592164418754
"16x14",0.384200385356455
"16x15",0.421644187540141
"16x16",0.413166345536288
"16x17",0.42305716120745
"16x18",0.438086062941554
"16x19",0.410404624277457
"16x20",0.361335902376365
"16x21",0.427167630057803
"16x22",0.349325626204239
"16x23",0.454656390494541
"16x24",0.445985870263327
"16x25",0.369428387925498
"17x10",0.407450224791265
"17x11",0.436544637122672
"17x12",0.447784200385356
"17x13",0.363070006422608
"17x15",0.439113680154143
"17x16",0.445793192035967
"17x17",0.457482337829159
"17x18",0.404881181759794
"17x19",0.39800899165061
"17x20",0.427617212588311
"17x21",0.405908798972383
"17x22",0.413359023763648
"17x23",0.392100192678227
"17x24",0.417276814386641
"18x10",0.378291586384072
"18x11",0.317019910083494
"18x12",0.370905587668593
"18x13",0.362363519588953
"18x14",0.426396917148362
"18x15",0.404816955684008
"18x16",0.401220295439949
"18x17",0.39980732177264
"18x18",0.414579319203597
"18x19",0.401477199743096
"18x20",0.0260757867694284
"18x21",0.439948619139371
"18x22",0.4043673731535
"18x23",0.450481695568401
"18x9",0.432562620423892
"19x11",0.411881824020552
"19x12",0.407578676942839
"19x13",0.381759794476558
"19x14",0.348298008991651
"19x15",0.401284521515735
"19x16",0.500706486833654
"19x17",0.453179190751445
"19x18",0.433269107257547
"19x19",0.418561335902376
"19x20",0.440205523442518
"19x21",0.40854206807964
"19x22",0.420616570327553
"20x13",0.412395632626846
"20x14",0.342453436095055
"20x15",0.373667308927425
"20x16",0.447077713551702
"20x17",0.400128452151574
"20x18",0.434168272318561
"20x19",0.354720616570328
"20x20",0.409633911368015
"20x21",0.452858060372511
"21x16",0.354784842646114
"21x17",0.348940269749518
"21x18",0.353628773281952
"21x19",0.330764290301863
"22x18",0.325690430314708
"22x19",0.207000642260758
"2x20",0.307964033397559
"3x19",0.353371868978805
"3x20",0.457610789980732
"3x21",0.392100192678227
"4x19",0.232562620423892
"4x20",0.343031470777136
"4x21",0.330828516377649
"5x18",0.212973667308927
"5x19",0.24155427103404
"5x20",0.257225433526012
"5x21",0.336865767501606
"6x17",0.434232498394348
"6x18",0.368721901091843
"6x19",0.173538856775851
"6x20",0.324727039177906
"6x21",0.435452793834297
"6x22",0.396724470134875
"7x17",0.407193320488118
"7x18",0.380089916506101
"7x19",0.36897880539499
"7x20",0.402312138728324
"7x21",0.369171483622351
"7x22",0.420616570327553
"8x16",0.396852922286448
"8x17",0.451766217084136
"8x18",0.333847141939628
"8x19",0.359344894026975
"8x20",0.456968529222864
"8x21",0.353243416827232
"8x22",0.446756583172768
"9x15",0.404816955684008
"9x16",0.407064868336545
"9x17",0.377392421323057
"9x18",0.348233782915864
"9x19",0.444123314065511
"9x20",0.399935773924213
"9x21",0.432177263969171
"9x22",0.386127167630058
"9x23",0.384971098265896
