"","score"
"10x12",0.135175870886891
"10x13",0.137174211248285
"10x14",0.107656353198191
"10x15",0.13690324984335
"10x16",0.0802384460363427
"10x17",0.0340395264949449
"10x18",0.0656912056089011
"10x19",0.0376805703737574
"10x20",0.0332943826313739
"10x21",0.0956324408542058
"10x22",0.0666395705261732
"10x23",0.103642737387593
"10x24",0.137275821775136
"10x25",0.123135023455097
"10x26",0.092059137326627
"10x27",0.107216040915172
"10x28",0.0826601635929482
"10x29",0.095717116293248
"11x12",0.14112008670765
"11x13",0.132669477891243
"11x14",0.102338735626344
"11x15",0.116615014648851
"11x16",0.114125556741012
"11x17",0.0159359176277329
"11x18",0.0681129231655066
"11x19",0.0750055039035377
"11x20",0.0429643177699876
"11x21",0.0595437687344409
"11x22",0.0742264898643499
"11x23",0.129553421734492
"11x24",0.144727260410845
"11x25",0.0974614303375163
"11x26",0.136564548087182
"11x27",0.113397347965249
"11x28",0.0921268776778608
"11x29",0.0914325390777151
"12x12",0.138190316516791
"12x13",0.121661670815763
"12x14",0.148182018323765
"12x15",0.12752121119748
"12x16",0.112364307608935
"12x17",0.0937187759318532
"12x18",0.0970719233179224
"12x19",0.0968178970007959
"12x20",0.094379244356382
"12x21",0.0637436705109316
"12x22",0.106081390032007
"12x23",0.10950227776931
"12x24",0.164304221917391
"12x25",0.123676946264966
"12x26",0.113431218140866
"12x27",0.133008179647411
"12x28",0.110958695320835
"12x29",0.10421853037308
"13x12",0.106318481261325
"13x13",0.110061135666988
"13x14",0.150569865704754
"13x15",0.143016816542194
"13x16",0.1265559111924
"13x17",0.12946874629545
"13x18",0.101322630357838
"13x19",0.0556995038019272
"13x20",0.091347863638673
"13x21",0.110518383037816
"13x22",0.118952056766414
"13x23",0.11155142339413
"13x24",0.119189147995732
"13x25",0.112381242696743
"13x26",0.0835407881589866
"13x27",0.12784297786584
"13x28",0.092685735575539
"13x29",0.0735152161763959
"14x12",0.101034733865095
"14x13",0.105031414587885
"14x14",0.133685583159749
"14x15",0.169232332469644
"14x16",0.172500804416671
"14x17",0.092059137326627
"14x18",0.0869955460719064
"14x19",0.0750055039035377
"14x20",0.122322139240292
"14x21",0.0827448390319904
"14x22",0.104878998797609
"14x23",0.125980118206913
"14x24",0.125878507680062
"14x25",0.105539467222138
"14x26",0.105590272485563
"14x27",0.0859117004521668
"14x28",0.0925333197852631
"14x29",0.0625751494521499
"15x12",0.115903740960897
"15x13",0.101661332114007
"15x14",0.0911277074971634
"15x15",0.0628799810327016
"15x16",0.0987315619231486
"15x17",0.0871648969499907
"15x18",0.125404325221426
"15x19",0.128842148046538
"15x20",0.062304188047215
"15x21",0.108486172500804
"15x22",0.106420091788176
"15x23",0.119358498873817
"15x24",0.102423411065386
"15x25",0.124506765567579
"15x26",0.0952598689224204
"15x27",0.0851834916764043
"15x28",0.0706701214245796
"15x29",0.0630832020864028
"16x12",0.13216142525699
"16x13",0.107910379515318
"16x14",0.0926179952243052
"16x15",0.101102474216329
"16x16",0.106826533895578
"16x17",0.101542786499348
"16x18",0.0813392267438907
"16x19",0.0941929583904893
"16x20",0.10130569527003
"16x21",0.0779014039187793
"16x22",0.114159426916629
"16x23",0.124455960304154
"16x24",0.135497637555251
"16x25",0.100323460177141
"16x26",0.0964453250690105
"16x27",0.143558739352064
"16x28",0.08587783027655
"16x29",0.0873850530915003
"17x12",0.104184660197463
"17x13",0.119544784839709
"17x15",0.150891632373114
"17x16",0.098511405781639
"17x17",0.110281291808498
"17x18",0.12687767786076
"17x19",0.0964791952446273
"17x20",0.109739368998628
"17x21",0.096191298751884
"17x22",0.0870632864231401
"17x23",0.128689732256262
"17x24",0.0981388338498535
"17x25",0.10281291808498
"17x26",0.125505935748277
"17x27",0.140527358634355
"17x28",0.0954969601517384
"17x29",0.124269674338261
"18x12",0.105979779505157
"18x13",0.176632965841928
"18x14",0.140967670917374
"18x15",0.112719944452912
"18x16",0.0611017968128165
"18x17",0.0884858337990482
"18x18",0.0983589899913631
"18x19",0.0866737794035462
"18x21",0.0832698267540517
"18x22",0.112161086555234
"18x23",0.118156107639418
"18x24",0.131771918237396
"18x25",0.114294907619096
"18x26",0.104303205812122
"18x27",0.118528679571204
"18x28",0.0991718742061678
"18x29",0.10108553912852
"19x12",0.13194126911548
"19x13",0.113211061999356
"19x14",0.112059476028383
"19x15",0.0871648969499907
"19x16",0.113736049721418
"19x17",0.0851665565885959
"19x18",0.0820843706074616
"19x19",0.0977323917424512
"19x20",0.107300716354214
"19x21",0.121356839235211
"19x22",0.0726345916103575
"19x23",0.132652542803434
"19x24",0.0710257582685566
"19x25",0.0638283459499737
"19x26",0.110111940930414
"19x27",0.0730918389811851
"19x28",0.114159426916629
"19x29",0.118156107639418
"20x12",0.0886043794137073
"20x13",0.0696878863316906
"20x14",0.126623651543633
"20x15",0.0912123829362055
"20x16",0.0937695811952785
"20x17",0.0970211180544971
"20x18",0.111382072516046
"20x19",0.154803637656861
"20x21",0.122931802401395
"20x22",0.132313841047266
"20x23",0.0786634828701587
"20x24",0.0707547968636217
"20x25",0.0210333790580704
"20x26",0.0558688546800115
"20x27",0.0645226845501194
"20x28",0.0905180443360599
"20x29",0.0880963267794544
"21x13",0.0983759250791715
"21x14",0.122135853274399
"21x15",0.11705532693187
"21x16",0.104709647919524
"21x17",0.114244102355671
"21x18",0.117394028688039
"21x25",0.0626936950668089
"21x26",0.0601703669833528
"21x27",0.0872665074768413
"21x28",0.124422090128537
"3x12",0.0668766617554912
