"","score"
"10x11",0.0557430650775235
"10x12",0.0658510002461063
"10x13",0.0805997960833949
"10x14",0.0859789754948493
"10x15",0.0671342685370741
"10x16",0.0884048799353092
"10x17",0.113753823436346
"10x18",0.0857328692472665
"11x11",0.0569911753331224
"11x12",0.0647786801673522
"11x13",0.0793516858277959
"11x14",0.0894772000140632
"11x15",0.10081566642056
"11x16",0.0456878669619942
"11x17",0.00339275041310692
"11x18",0.090004570544598
"11x19",0.0857856063003199
"12x10",0.0809162184017157
"12x11",0.0896705692085926
"12x12",0.129065147839539
"12x13",0.117621207326935
"12x14",0.0906725732166087
"12x15",0.10410294272756
"12x16",0.0719860774179939
"12x17",0.10480610343494
"12x18",0.0902858348275498
"12x19",0.0933973209577049
"13x10",0.0919031044545231
"13x11",0.116671940371972
"13x12",0.128027985796154
"13x13",0.0896354111732236
"13x14",0.0901979397391274
"13x15",0.0711422845691383
"13x16",0.103452519073234
"13x17",0.111960763632528
"13x18",0.115072249762683
"13x19",0.139419189255704
"14x10",0.0609640333298175
"14x11",0.0627219350982667
"14x12",0.109622754280491
"14x13",0.0939774285412931
"14x14",0.11329676897655
"14x15",0.0981260767148332
"14x16",0.102011039623106
"14x17",0.0949970115669936
"14x18",0.10637063600886
"14x19",0.108462539113314
"14x20",0.115810568505432
"14x9",0.0685405899518335
"15x10",0.0517877860985128
"15x11",0.111450972119678
"15x12",0.130260521042084
"15x13",0.10895475160848
"15x14",0.131192208979362
"15x15",0.109728228386598
"15x16",0.13266884646486
"15x17",0.0784024188728334
"15x18",0.0968955454769188
"15x19",0.102450515065218
"15x20",0.0939950075589776
"15x8",0.0649368913265127
"15x9",0.106599163238758
"16x10",0.0991632387582182
"16x11",0.111503709172731
"16x12",0.125303238055057
"16x13",0.106898006539395
"16x14",0.0908132053580846
"16x15",0.114738248426678
"16x16",0.107706641352881
"16x17",0.107460535105298
"16x18",0.0699996484196463
"16x19",0.0883169848468868
"16x20",0.117884892592202
"16x21",0.108304327954154
"16x8",0.093116056674753
"16x9",0.0430158562739514
"17x10",0.0945047990718279
"17x11",0.0932918468515979
"17x12",0.0750448264950955
"17x13",0.0858207643356889
"17x14",0.0314137046021868
"17x15",0.0667826881833843
"17x16",0.085644974158844
"17x17",0.118640790352635
"17x18",0.105263157894737
"17x19",0.111310339978202
"17x20",0.128695988468164
"17x21",0.101061772668143
"17x7",0.0689097493232078
"17x8",0.102046197658475
"17x9",0.0883345638645713
"18x10",0.0716344970643041
"18x11",0.0625285659037373
"18x12",0.0694019618183736
"18x13",0.0611925605597159
"18x14",0.0756600921140527
"18x15",0.0913229968709349
"18x16",0.0872974018211862
"18x17",0.0811623246492986
"18x18",0.0885806701121541
"18x19",0.0892486727841648
"18x7",0.0821115916042612
"18x8",0.0840980206026087
"18x9",0.0808810603663467
"19x10",0.0869809795028654
"19x11",0.0880357205639349
"19x12",0.0777871532538762
"19x13",0.0944520620187744
"19x14",0.0730583974967479
"19x15",0.0823225398164751
"19x16",0.0404844777273846
"19x17",0.0716872341173575
"19x18",0.0640052033892346
"19x19",0.0756776711317372
"19x20",0.0791231585978975
"19x6",0.134268537074148
"19x7",0.101378194986464
"19x8",0.0686460640579404
"19x9",0.0905143620574482
"20x10",0.111450972119678
"20x11",0.110290756952501
"20x12",0.10637063600886
"20x13",0.108497697148683
"20x14",0.103136096754913
"20x15",0.0811095875962451
"20x16",0.0675561649615019
"20x17",0.0597335020919031
"20x18",0.0543894807158176
"20x19",0.0726013430369511
"20x6",0.0990050275990578
"20x7",0.0961923847695391
"20x8",0.149509545406603
"20x9",0.10774179938825
"21x10",0.109007488661534
"21x11",0.0864887670076996
"21x12",0.124160601905566
"21x13",0.103223991843336
"21x14",0.0635305699117533
"21x15",0.0825862250817424
"21x16",0.0947684843370952
"21x17",0.0786661041381008
"21x18",0.0595752909327427
"21x8",0.120398692121084
"21x9",0.108532855184052
"22x11",0.0892662518018493
"22x12",0.0881939317230953
"22x13",0.0828147523116408
"22x14",0.0801251626059136
"22x15",0.125918503674015
"22x16",0.107812115458988
"23x14",0.0949618535316246
"23x15",0.146802376683191
"23x16",0.156453257391977
"3x15",0.0408360580810744
"4x14",0.0517877860985128
"4x15",0.094223534788876
"5x14",0.0948915374608867
"5x15",0.0509088352142882
"5x16",0.0423126955665717
"6x13",0.0319059170973526
"6x14",0.0575009668459726
"6x15",0.0390957353303097
"6x16",0.0707203881447105
"7x13",0.079281369757058
"7x14",0.0424005906549942
"7x15",0.0685757479872025
"7x16",0.0490630383574166
"7x17",0.0698765952958549
"8x12",0.0433850156453257
"8x13",0.122473016207854
"8x14",0.0855043420173681
"8x15",0.162781703758394
"8x16",0.068593327004887
"8x17",0.0809513764370847
"9x12",0.0976514432373519
"9x13",0.0851703406813627
"9x14",0.0895475160848012
"9x15",0.113208873888127
"9x16",0.11795520866294
"9x17",0.0768203072812291
"9x18",0.102555989171325
