"","score"
"10x21",0.0557019661952397
"10x22",0.0589030700241463
"10x23",0.0986685063815108
"11x21",0.0912452569851673
"11x22",0.10570196619524
"11x23",0.0972128320110383
"11x24",0.0524042773370128
"12x20",0.0868885822697482
"12x21",0.0741048637461194
"12x22",0.0443497757847534
"12x23",0.0712901000344947
"12x24",0.111459123835805
"13x19",0.110786478095895
"13x20",0.0830286305622628
"13x21",0.0826215936529838
"13x22",0.0554880993446016
"13x23",0.059482580200069
"13x24",0.0382614694722319
"13x25",0.0331942048982408
"14x19",0.106367713004484
"14x20",0.0674818903070025
"14x21",0.059972404277337
"14x22",0.0436564332528458
"14x23",0.042290444981028
"14x24",0.0438254570541566
"14x25",0.0640634701621249
"15x18",0.0862918247671611
"15x19",0.0871610900310452
"15x20",0.0500655398413246
"15x21",0.0179130734736116
"15x22",0
"15x23",0.0886478095895136
"15x24",0.0834253190755433
"15x25",0.0587547430148327
"15x26",0.0520696791997241
"16x18",0.0865194894791307
"16x19",0.058585719213522
"16x20",0.0907243877199034
"16x21",0.0168161434977578
"16x22",0.031169368747844
"16x23",0.0697067954467058
"16x24",0.0646533287340463
"16x25",0.0671576405657123
"16x26",0.0535012073128666
"17x17",0.0790307002414625
"17x18",0.0401724732666436
"17x19",0.109958606416006
"17x20",0.0749948258020007
"17x21",0.0475232838909969
"17x22",0.0483235598482236
"17x23",0.11069679199724
"17x24",0.0781545360469127
"17x25",0.0471714384270439
"17x26",0.0823283890996895
"17x27",0.037819937909624
"18x17",0.0622042083477061
"18x18",0.0803690927906174
"18x19",0.0704001379786133
"18x20",0
"18x21",0.0584925836495344
"18x22",0.0684270438082097
"18x23",0.063214901690238
"18x24",0.0660986547085202
"18x25",0.0742600896860987
"18x26",0.0542911348740945
"18x27",0.0754949982752673
"19x16",0.0419972404277337
"19x17",0.0671058985857192
"19x18",0.0424077268023456
"19x19",0.0481545360469128
"19x20",0.0579130734736116
"19x21",0.0467609520524319
"19x22",0.107381855812349
"19x23",0.0730044843049328
"19x24",0.086405657123146
"19x25",0.0403208002759572
"19x26",0.0451466022766471
"19x27",0.0619972404277337
"20x15",0.0428837530182822
"20x16",0.0537254225595033
"20x17",0.0532459468782339
"20x18",0.0940393239047947
"20x19",0.123815108658158
"20x20",0.0725250086236633
"20x21",0.0796240082787169
"20x22",0.0867781993790963
"20x23",0.0828665056916178
"20x24",0.0594860296654018
"20x25",0.0739979303208003
"20x26",0.0511693687478441
"20x27",0.0932252500862366
"20x28",0.0573508106243532
"21x15",0.0808485684718868
"21x16",0.0691134874094516
"21x17",0.0573784063470162
"21x18",0.0644325629527424
"21x19",0.115277681959296
"21x20",0.0771714384270438
"21x21",0.0621283201103829
"21x22",0.0663470162124871
"21x23",0.0904863746119352
"21x24",0.0932459468782338
"21x25",0.105929630907209
"21x26",0.088337357709555
"21x27",0.0775094860296655
"21x28",0.0582959641255605
"22x14",0.0678337357709555
"22x15",0.0609658502932046
"22x16",0.0978130389789582
"22x17",0.0349741290100034
"22x18",0.0647740600206967
"22x19",0.0945015522593998
"22x20",0.0907519834425664
"22x21",0.0867195584684374
"22x22",0.0921628147637116
"22x23",0.0873508106243532
"22x24",0.0998999655053466
"22x25",0.109882718178682
"22x26",0.104353225250086
"22x27",0.0948740945153501
"22x28",0.0649603311486719
"22x29",0.0608796136598827
"23x14",0.0912935494998275
"23x15",0.0544360124180752
"23x16",0.062942393928941
"23x17",0.055070714039324
"23x18",0.0902138668506381
"23x19",0.145250086236633
"23x20",0.114605036219386
"23x21",0.115094860296654
"23x22",0.0963504656778199
"23x23",0.0940082787167988
"23x24",0.123715074163505
"23x25",0.119944808554674
"23x26",0.109337702656088
"23x27",0
"24x13",0.0431528113142463
"24x14",0.0766643670231114
"24x15",0.0455605381165919
"24x16",0.0821697136943774
"24x17",0.0835460503621939
"24x18",0.0809830976198689
"24x19",0.0805208692652639
"24x20",0.108961710934805
"24x21",0.116836840289755
"24x22",0.120479475681269
"24x23",0.111110727837185
"24x24",0.102093825457054
"24x25",0.124608485684719
"24x26",0.127909624008279
"24x27",0.10159710244912
"25x13",0.0308796136598827
"25x14",0.0664987926871335
"25x15",0.0506588478785788
"25x16",0.057468092445671
"25x17",0.0741359089341153
"25x18",0.0627871679889617
"25x19",0.065884787857882
"25x20",0.123052776819593
"25x21",0.108206278026906
"25x22",0.0795343221800621
"25x23",0.0679096240082787
"25x24",0.0818213176957572
"25x25",0.148044153156261
"25x26",0.117512935494998
"26x16",0.073432218006209
"26x17",0.140596757502587
"26x18",0.0920834770610556
"26x19",0.0643083822007589
"26x20",0.10082787167989
"26x21",0.131407381855812
"26x22",0.0991272852707831
"26x23",0.0790996895481201
"26x24",0.1084994825802
"26x25",0.0699034149706795
"27x19",0.0777957916522939
"27x20",0.110238013107968
"27x21",0.0744325629527424
"27x22",0.071007243877199
"27x23",0.0744532597447396
"27x24",0.06060020696792
"27x25",0.0765574335977923
"28x22",0.106436702311142
"28x23",0.0755708865125906
"28x24",0.0614901690238013
"9x22",0.0561814418765091
"9x23",0.0376888582269748
